Id,10_1_2018_0_0,10_1_2018_0_1,11_06_18_0_0,11_06_18_0_1,11_07_18_0_0,11_07_18_1_0,11_08_18_0_0,11_08_18_0_1,11_09_18_0_1,9_17_2018_0_0,9_17_2018_0_1,9_20_2018_0_0,9_21_2018_0_0,9_21_2018_0_1,9_26_2018_0_0,9_26_2018_0_1,9_28_2018_0_0,9_28_2018_0_1
50,6.782329983125268,1.4142135623730951,5.622355556036847,1.1728723000181234,3.8352959210127207,9.107331443154541,2.928577377087399,1.0022345043138927,0.9004197523156039,6.174053008027631,0.5,3.81324347199102,2.1469516904982666,1.6683279458497076,1.9760851305420906,0.7886751345948128,6.557438524302,1.4142135623730951
51,8.12403840463596,1.0,6.561819431453036,0.47767090063073975,2.6423159981897872,6.778426207860131,4.691499733357994,0.5964070847559152,1.6756848003629035,6.269141292422925,0.3333333333333333,3.5892763118774567,2.924137308315712,2.9619300805405078,1.9324163433958004,0.16666666666666666,6.0,0.0
52,8.54400374531753,0.0,6.707088076363061,0.8922285251880867,1.4578839849589038,4.877055541028777,3.632467758177084,1.812879546947935,0.7287591210036034,6.771822588821188,0.8047378541243649,4.632351299197723,2.833196016798348,1.6969234250586755,2.354642490193736,0.9553418012614795,4.0,0.0
53,8.06225774829855,2.0,6.980861361727115,0.6990754214217714,4.9918656482963435,9.28005534299229,5.040368426765391,0.18181818181818182,2.01946508472949,6.5310854282751825,0.16666666666666666,4.502756810917388,2.9951568343448347,1.199358737117772,3.094109887709111,2.4749896789388415,8.94427190999916,0.0
54,8.306623862918075,1.4142135623730951,5.663736476558626,0.2845177968644246,3.1838993511843197,8.674226838636303,5.017551439677454,0.2727272727272727,1.1972055066659784,6.007232018603861,0.16666666666666666,3.5738477125476877,2.647333633200458,1.6463858629184749,1.0099941455729475,1.2886751345948129,6.4031242374328485,0.0
55,7.681145747868608,0.0,6.29113622708191,0.40236892706218247,2.4926109575281234,5.4984641395430005,5.757652875976635,1.134428060419916,1.4680165921122708,6.455742928596261,0.0,3.435653915472532,2.7638534356572007,1.3280197975114445,1.5040965912421367,0.23570226039551587,5.916079783099616,0.0
56,7.54983443527075,0.0,6.527831531039376,0.5955220308284976,3.7966578273663125,8.653691737702692,6.917226423330004,0.2727272727272727,1.4992607018125295,5.913795544355719,0.16666666666666666,3.192163740847158,2.770544171125515,1.4714045207910316,2.0099941455729478,0.3333333333333333,7.280109889280518,0.0
57,8.831760866327848,0.0,5.901911924208089,0.08333333333333333,3.6775065794461903,7.4131510901380855,5.605480817539328,0.641814988494335,1.6973683265573507,6.6925925155685215,0.45534180126147955,3.6813438002226486,3.6158386681039936,2.163014410027819,2.333795858865752,0.6910440616569954,8.660254037844387,0.0
58,8.246211251235321,0.0,5.483150158956711,0.3333333333333333,3.464630133691599,7.914075060669373,5.7447726933134735,1.1395608570002937,2.096221707307382,7.766058094205637,0.16666666666666666,7.460942678063809,3.5661503822178364,1.0690355937288492,2.516759618519486,0.8737734478532141,6.928203230275509,0.0
59,6.48074069840786,0.0,6.908359218240168,0.5121886974951644,2.763672351996698,7.777514516052349,4.985110106732489,1.3236798120286424,1.0957863529435177,6.204723740701373,0.3333333333333333,4.55609612590207,2.90042843818629,1.2994243183024763,1.8616362999400053,1.3291152491146938,5.0,0.0
